Personal or Business,Day of Month,Placement - Time,Confirmation - Time,Arrival at Pickup - Time,Pickup - Time,Distance (KM),Temperature,Pickup Lat,Pickup Long,Destination Lat,Destination Long,No_Of_Orders,Age,Average_Rating,No_of_Ratings,Platform Type 1,Platform Type 2,Platform Type 3,Platform Type 4,Bearing,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
0,7,55873.0,55977.0,56385.0,57787.0,6,20.1,-1.2599563,36.799343900000004,-1.264621,36.778904,1337,875,14.2,243,0,0,1,0,257.141144151002,0,0,0,1,0,0,0
1,1,34127.0,34144.0,34372.0,34858.0,2,23.2587952236677,-1.2586742,36.801643799999994,-1.2632534,36.799342700000004,1337,875,14.2,243,1,0,0,0,206.67445529679603,0,0,1,0,0,0,0
1,1,30188.0,30403.0,30794.0,31274.0,7,15.1,-1.280753,36.8191175,-1.2896722,36.771240899999995,1337,875,14.2,243,0,1,0,0,259.443890449029,0,0,0,0,0,1,0
0,2,55144.0,55273.0,55674.0,56018.0,8,25.2,-1.2726389999999999,36.794723,-1.308217,36.77413,1337,875,14.2,243,0,0,1,0,210.05627397464346,0,0,0,0,1,0,0
0,5,56331.0,56359.0,56465.0,57319.0,11,23.7,-1.2897368,36.8226783,-1.2391616,36.8101823,1337,875,14.2,243,0,0,1,0,346.12456579302534,0,0,1,0,0,0,0
0,23,41095.0,41184.0,41536.0,42256.0,5,21.7,-1.2695287,36.798177700000004,-1.2895261,36.8164407,1337,875,14.2,243,0,0,1,0,137.60284306112646,0,0,1,0,0,0,0
0,16,57133.0,57418.0,60820.0,61728.0,6,24.9,-1.2951620000000001,36.8115914,-1.2728069,36.7962362,1337,875,14.2,243,0,0,1,0,325.5222718997718,0,1,0,0,0,0,0
0,24,47039.0,47082.0,48138.0,48702.0,13,22.7,-1.2867454,36.8259017,-1.2054954,36.8985954,1337,875,14.2,243,0,0,1,0,41.812795626080344,1,0,0,0,0,0,0
0,27,34219.0,34271.0,34774.0,35450.0,6,19.0,-1.2951243000000001,36.828134399999996,-1.2726389999999999,36.794723,1337,875,14.2,243,0,0,1,0,303.9461668817439,0,0,0,1,0,0,0
1,28,48755.0,48795.0,49054.0,50472.0,10,25.7,-1.25454,36.839220000000005,-1.3064585,36.8119065,1337,875,14.2,243,0,1,0,0,207.74194673407402,0,0,0,0,1,0,0
1,18,55538.0,55704.0,56255.0,56499.0,9,17.4,-1.2635425,36.8021963,-1.2940768999999999,36.749157399999994,1337,875,14.2,243,0,1,0,0,240.0642812171451,1,0,0,0,0,0,0
0,18,35923.0,35955.0,36584.0,37822.0,9,16.7,-1.290894,36.822971,-1.3014461000000002,36.7661381,1337,875,14.2,243,0,0,1,0,259.4784574921142,0,1,0,0,0,0,0
1,7,55614.0,55648.0,56847.0,57029.0,9,24.6,-1.2580991000000001,36.794151899999996,-1.2963097,36.7688221,1337,875,14.2,243,0,0,1,0,213.53355351446092,0,1,0,0,0,0,0
0,14,29667.0,29694.0,29852.0,30015.0,8,15.5,-1.2579303999999998,36.8019667,-1.22556,36.80813,1337,875,14.2,243,0,0,1,0,10.777638630442254,0,0,0,1,0,0,0
1,29,52037.0,52628.0,53438.0,53942.0,4,21.0,-1.2940713,36.7890758,-1.2914687,36.7692172,1337,875,14.2,243,1,0,0,0,277.4680904048123,0,0,0,0,1,0,0
0,13,38217.0,38242.0,38714.0,39027.0,8,23.2587952236677,-1.2551895,36.7822034,-1.2939912,36.8161329,1337,875,14.2,243,0,0,1,0,138.8398703125385,0,0,0,0,1,0,0
1,1,42855.0,42874.0,44429.0,44622.0,18,24.0,-1.1983542,36.804424499999996,-1.3043649,36.7816132,1337,875,14.2,243,0,0,1,0,192.14063732290782,1,0,0,0,0,0,0
0,5,41920.0,41928.0,42110.0,42681.0,5,23.2587952236677,-1.2596969999999998,36.800664000000005,-1.2559294,36.788465,1337,875,14.2,243,0,0,1,0,287.1668006629248,0,0,0,1,0,0,0
1,1,38425.0,38531.0,38899.0,42532.0,5,19.8,-1.2776072,36.8227604,-1.2762383999999998,36.7929522,1337,875,14.2,243,0,0,1,0,272.62950950455996,0,0,1,0,0,0,0
0,17,46242.0,46726.0,48153.0,48213.0,9,25.5,-1.2615888000000002,36.7928732,-1.2837908000000002,36.739837200000004,1337,875,14.2,243,1,0,0,0,247.2791522066846,0,0,1,0,0,0,0
0,3,37304.0,37629.0,37671.0,37919.0,7,18.5,-1.2861764999999998,36.8209086,-1.2571472,36.795063299999995,1337,875,14.2,243,0,0,1,0,318.32748284817586,0,0,1,0,0,0,0
0,22,58034.0,58383.0,59787.0,60477.0,6,18.4,-1.2673934999999998,36.8030328,-1.2628473,36.781805,1337,875,14.2,243,0,0,1,0,282.09063664979664,0,1,0,0,0,0,0
1,20,36279.0,36290.0,36623.0,37110.0,8,17.9,-1.2652808999999998,36.808065899999995,-1.3207146,36.8305771,1337,875,14.2,243,1,0,0,0,157.90364542804616,0,0,0,1,0,0,0
0,1,38412.0,38421.0,38644.0,38863.0,8,23.2587952236677,-1.257309,36.806008399999996,-1.2839651,36.789170399999996,1337,875,14.2,243,0,0,1,0,212.27304260799593,0,0,0,1,0,0,0
0,7,34723.0,34811.0,35266.0,35532.0,14,16.6,-1.2551895,36.7822034,-1.3332749,36.870814700000004,1337,875,14.2,243,1,0,0,0,131.3951552353882,0,1,0,0,0,0,0
0,25,30458.0,30575.0,31624.0,31983.0,6,13.3,-1.316961,36.820337,-1.3048468999999998,36.7876088,1337,875,14.2,243,0,0,1,0,290.3161662868649,0,0,1,0,0,0,0
0,17,48404.0,48435.0,48752.0,52111.0,5,28.3,-1.264945,36.784678,-1.2696908000000002,36.81519,1337,875,14.2,243,0,0,1,0,98.84334360471473,1,0,0,0,0,0,0
0,3,41425.0,41466.0,41988.0,42496.0,10,20.5,-1.3260432,36.834863299999995,-1.2574087999999999,36.799712,1337,875,14.2,243,0,0,1,0,332.8861271697026,1,0,0,0,0,0,0
1,19,42945.0,42969.0,43914.0,44200.0,5,23.2587952236677,-1.2824911,36.8218042,-1.2962832,36.784968299999996,1337,875,14.2,243,0,1,0,0,249.46791280761948,0,0,1,0,0,0,0
0,3,41784.0,41943.0,43737.0,43869.0,7,18.6,-1.278612,36.8195876,-1.2551895,36.7822034,1337,875,14.2,243,0,0,1,0,302.074461423441,0,1,0,0,0,0,0
0,30,36582.0,38089.0,38573.0,39312.0,5,22.5,-1.2600926000000001,36.8088685,-1.265715,36.823815,1337,875,14.2,243,0,0,1,0,110.61946231863857,0,1,0,0,0,0,0
0,23,34054.0,38070.0,38548.0,39200.0,8,24.1,-1.2551895,36.7822034,-1.3038156,36.812273299999994,1337,875,14.2,243,0,0,1,0,148.27448807930648,0,0,0,0,1,0,0
1,14,54330.0,54434.0,54630.0,55041.0,11,27.1,-1.2947536,36.8247182,-1.238146,36.764936600000006,1337,875,14.2,243,0,0,1,0,313.44422263227545,0,0,0,0,1,0,0
0,24,25904.0,25992.0,27822.0,28189.0,9,14.5,-1.2551895,36.7822034,-1.2944841999999999,36.8011625,1337,875,14.2,243,0,0,1,0,154.24915289553996,0,1,0,0,0,0,0
0,18,40297.0,41403.0,41569.0,41767.0,5,23.2587952236677,-1.2628473,36.781805,-1.2600926000000001,36.8088685,1337,875,14.2,243,0,0,1,0,84.18697595894298,1,0,0,0,0,0,0
0,14,33415.0,35175.0,35541.0,36068.0,8,18.3,-1.2551895,36.7822034,-1.2956951,36.812924200000005,1337,875,14.2,243,0,0,1,0,142.82928129010293,0,0,1,0,0,0,0
1,29,31608.0,31715.0,32071.0,32537.0,7,15.5,-1.2630118000000001,36.802074299999994,-1.301259,36.842244,1337,875,14.2,243,0,1,0,0,133.6032076174622,0,0,1,0,0,0,0
0,28,32311.0,32337.0,32378.0,33122.0,8,15.9,-1.2551895,36.7822034,-1.2939912,36.8161329,1337,875,14.2,243,0,0,1,0,138.8398703125385,0,1,0,0,0,0,0
0,31,47306.0,47346.0,47997.0,48926.0,4,22.1,-1.265715,36.823815,-1.2600926000000001,36.8088685,1337,875,14.2,243,0,0,1,0,290.61913289710856,0,1,0,0,0,0,0
0,21,39334.0,44542.0,44864.0,45006.0,5,20.1,-1.2571472,36.795063299999995,-1.2864673999999998,36.820262,1337,875,14.2,243,0,0,1,0,139.3304591017557,0,0,0,0,1,0,0
1,14,33881.0,34025.0,35157.0,35303.0,5,18.1,-1.2793503000000002,36.8039715,-1.2998551999999999,36.818707700000004,1337,875,14.2,243,1,0,0,0,144.30347874983852,0,0,0,0,1,0,0
0,26,45518.0,46449.0,46805.0,47209.0,9,23.2587952236677,-1.2551895,36.7822034,-1.2942,36.7777614,1337,875,14.2,243,0,0,1,0,186.49446378134863,0,0,0,0,1,0,0
1,14,33804.0,33974.0,35116.0,35282.0,8,15.5,-1.2560221999999999,36.7886679,-1.22606,36.80039,1337,875,14.2,243,0,0,1,0,21.362475831208883,0,0,0,1,0,0,0
0,15,51832.0,52353.0,52902.0,54238.0,7,27.7,-1.300921,36.828195,-1.2599563,36.799343900000004,1337,875,14.2,243,0,0,1,0,324.8496919831005,0,0,0,1,0,0,0
0,3,29441.0,29496.0,29803.0,30504.0,13,18.5,-1.2613768,36.801941799999994,-1.3323107,36.8692616,1337,875,14.2,243,0,0,1,0,136.50551758639972,0,0,1,0,0,0,0
1,11,50385.0,50474.0,50985.0,52132.0,10,23.1,-1.3084067,36.83450139999999,-1.3295083,36.884402200000004,1337,875,14.2,243,1,0,0,0,112.92811102927425,1,0,0,0,0,0,0
1,6,40520.0,42030.0,42886.0,43064.0,14,20.7,-1.257309,36.806008399999996,-1.218673,36.8888713,1337,875,14.2,243,0,0,1,0,64.99782354386195,1,0,0,0,0,0,0
1,3,55942.0,56217.0,57453.0,57936.0,12,26.8,-1.3472066,36.7692638,-1.285382,36.8162878,1337,875,14.2,243,0,1,0,0,37.24999858608146,0,0,1,0,0,0,0
1,27,50454.0,51504.0,52398.0,52578.0,15,23.9,-1.3149338,36.7135703,-1.2802871999999998,36.828631099999996,1337,875,14.2,243,1,0,0,0,73.2393840440966,0,0,0,0,1,0,0
0,9,41156.0,41237.0,41698.0,42482.0,8,25.9,-1.304735,36.784605400000004,-1.2729652,36.8064396,1337,875,14.2,243,0,0,1,0,34.49277064596561,0,0,0,0,1,0,0
0,1,44656.0,45199.0,45797.0,46286.0,6,23.2587952236677,-1.2584143,36.8048002,-1.290894,36.822971,1337,875,14.2,243,0,0,1,0,150.78136910563222,0,0,0,1,0,0,0
0,3,30549.0,30583.0,31077.0,31505.0,6,15.1,-1.2888684,36.816866999999995,-1.2915472,36.774696399999996,1337,875,14.2,243,0,0,1,0,266.3638940760692,1,0,0,0,0,0,0
1,28,33844.0,33875.0,34588.0,34796.0,8,17.8,-1.2948784,36.776632799999994,-1.2688997,36.80146129999999,1337,875,14.2,243,1,0,0,0,43.696244878251264,1,0,0,0,0,0,0
1,17,30507.0,30543.0,30606.0,31299.0,13,21.0,-1.2551895,36.7822034,-1.29928,36.85631,1337,875,14.2,243,1,0,0,0,120.75805242123334,0,0,1,0,0,0,0
0,3,53512.0,54007.0,55461.0,55613.0,10,20.2,-1.2649605,36.798177700000004,-1.3025826,36.7670807,1337,875,14.2,243,0,0,1,0,219.5684335616935,0,1,0,0,0,0,0
0,13,35773.0,35804.0,37275.0,38047.0,9,17.0,-1.2707742,36.7578609,-1.2989933999999999,36.813669399999995,1337,875,14.2,243,0,0,1,0,116.82956757951683,1,0,0,0,0,0,0
1,28,26715.0,26800.0,28141.0,28289.0,18,20.7,-1.2849763,36.7841767,-1.2000518,36.7805946,1337,875,14.2,243,1,0,0,0,357.5852342970162,0,0,0,0,1,0,0
0,27,34245.0,34292.0,35873.0,37038.0,8,18.8,-1.2862659,36.8264616,-1.2963097,36.7688221,1337,875,14.2,243,0,0,1,0,260.112231768408,0,0,0,1,0,0,0
1,27,34804.0,34930.0,35392.0,35688.0,7,16.0,-1.2702333000000001,36.80065,-1.2965824,36.815302200000005,1337,875,14.2,243,0,0,1,0,150.9287210069433,0,0,0,0,1,0,0
0,8,56772.0,56852.0,57450.0,57670.0,8,25.8,-1.3123782,36.8181528,-1.299313,36.78314879999999,1337,875,14.2,243,1,0,0,0,290.47250359445155,0,0,1,0,0,0,0
0,12,33404.0,33595.0,33824.0,34828.0,17,16.5,-1.3198615,36.7110323,-1.2837254999999999,36.8220797,1337,875,14.2,243,0,0,1,0,71.97147785221148,0,0,1,0,0,0,0
0,16,43905.0,44331.0,45083.0,45514.0,8,19.3,-1.2551895,36.7822034,-1.2812845,36.8327127,1337,875,14.2,243,0,0,1,0,117.32885558044313,1,0,0,0,0,0,0
0,17,41668.0,41768.0,42055.0,42390.0,1,25.4,-1.2666153,36.8015124,-1.2608993,36.799246000000004,1337,875,14.2,243,0,0,1,0,338.37637242330317,0,0,1,0,0,0,0
1,7,41761.0,42399.0,43291.0,43565.0,8,25.5,-1.290499,36.784363,-1.282772,36.82599929999999,1337,875,14.2,243,1,0,0,0,79.48434882174729,0,0,0,0,1,0,0
1,4,29502.0,29549.0,29992.0,30268.0,7,16.4,-1.2816233999999997,36.8239846,-1.3006208000000001,36.77274439999999,1337,875,14.2,243,1,0,0,0,249.65232544911265,0,1,0,0,0,0,0
1,4,39229.0,39248.0,39839.0,40351.0,9,23.2587952236677,-1.3123271,36.814738299999995,-1.2884403999999998,36.7736747,1337,875,14.2,243,1,0,0,0,300.1925154159017,0,0,0,1,0,0,0
0,6,40786.0,40916.0,41572.0,42068.0,9,24.9,-1.2977705,36.81341389999999,-1.3025826,36.7670807,1337,875,14.2,243,0,0,1,0,264.0685590896534,0,1,0,0,0,0,0
0,5,42336.0,43757.0,44287.0,44571.0,6,23.2587952236677,-1.2551895,36.7822034,-1.2834774,36.8218085,1337,875,14.2,243,0,0,1,0,125.54337014084575,0,0,0,1,0,0,0
0,26,37259.0,38817.0,39499.0,40764.0,11,23.2587952236677,-1.3014461000000002,36.7661381,-1.295324,36.839628999999995,1337,875,14.2,243,0,0,1,0,85.23763244620875,0,0,0,0,1,0,0
0,18,59044.0,59055.0,59288.0,59706.0,19,20.3,-1.2551895,36.7822034,-1.3285517,36.9018,1337,875,14.2,243,0,0,1,0,121.53335499101706,0,0,1,0,0,0,0
0,12,33258.0,33399.0,33831.0,34082.0,8,18.4,-1.2653185,36.8358841,-1.3054597,36.8119025,1337,875,14.2,243,0,0,1,0,210.84879027135588,0,0,0,0,1,0,0
0,7,49324.0,49354.0,49672.0,50711.0,12,24.7,-1.2672290000000002,36.806399,-1.3332749,36.870814700000004,1337,875,14.2,243,0,0,1,0,135.7240110839732,0,1,0,0,0,0,0
0,8,45604.0,46392.0,47987.0,48184.0,6,26.3,-1.2917868000000001,36.7872675,-1.2695287,36.798177700000004,1337,875,14.2,243,0,0,1,0,26.107063812761908,0,0,0,1,0,0,0
0,22,30657.0,30717.0,31297.0,31608.0,5,19.4,-1.304735,36.784605400000004,-1.2946126,36.805964200000005,1337,875,14.2,243,0,0,1,0,64.63724585934148,0,0,0,1,0,0,0
0,16,33122.0,34990.0,35828.0,36067.0,7,14.5,-1.2937193,36.8236214,-1.2985986999999999,36.7809119,1337,875,14.2,243,1,0,0,0,263.48029404444355,1,0,0,0,0,0,0
1,15,34681.0,34748.0,35899.0,36128.0,8,16.3,-1.2749662,36.7658781,-1.2983462,36.8139996,1337,875,14.2,243,0,1,0,0,115.91918053452378,0,0,1,0,0,0,0
0,27,46277.0,46284.0,46615.0,46905.0,9,22.8,-1.2595421999999998,36.7871178,-1.2839049999999999,36.824927200000005,1337,875,14.2,243,0,0,1,0,122.80288831932614,0,0,0,1,0,0,0
1,16,55893.0,56001.0,56358.0,56565.0,5,22.2,-1.2816351000000001,36.8117147,-1.2648622,36.8000216,1337,875,14.2,243,1,0,0,0,325.1245188784566,1,0,0,0,0,0,0
0,3,46398.0,46437.0,46957.0,47384.0,6,20.4,-1.272828,36.816608,-1.2628473,36.781805,1337,875,14.2,243,0,0,1,0,286.0050060294571,1,0,0,0,0,0,0
1,22,52657.0,52883.0,54093.0,54842.0,4,21.3,-1.292943,36.808292,-1.3005044,36.7871991,1337,875,14.2,243,1,0,0,0,250.27331669630155,0,1,0,0,0,0,0
0,23,43367.0,45677.0,46339.0,46458.0,8,24.3,-1.2551895,36.7822034,-1.3033012,36.8170864,1337,875,14.2,243,0,0,1,0,144.06348797334454,0,0,0,0,1,0,0
1,3,59462.0,59726.0,60090.0,60434.0,4,23.5,-1.282543,36.824618,-1.2875012,36.7927159,1337,875,14.2,243,0,1,0,0,261.16326688916627,0,0,1,0,0,0,0
0,22,55776.0,56704.0,57256.0,58144.0,4,21.3,-1.2903886,36.8063847,-1.2729324,36.811562200000004,1337,875,14.2,243,1,0,0,0,16.516479856983608,0,1,0,0,0,0,0
0,12,45475.0,45611.0,46494.0,47499.0,9,24.0,-1.289882,36.8105888,-1.2571472,36.795063299999995,1337,875,14.2,243,0,0,1,0,334.6312011808781,1,0,0,0,0,0,0
0,29,51606.0,58111.0,58708.0,58847.0,8,21.4,-1.2551895,36.7822034,-1.300722,36.816865,1337,875,14.2,243,0,0,1,0,142.72706207997823,0,0,0,0,1,0,0
1,9,31069.0,31084.0,31430.0,31679.0,12,17.0,-1.2795197,36.8168287,-1.2907853999999999,36.89963710000001,1337,875,14.2,243,1,0,0,0,97.75011610388657,0,0,0,1,0,0,0
0,16,30903.0,31723.0,32615.0,32804.0,8,23.2587952236677,-1.2891921999999998,36.825189,-1.2551895,36.7822034,1337,875,14.2,243,0,0,1,0,308.35128497134576,0,1,0,0,0,0,0
0,13,52581.0,52714.0,53946.0,54478.0,5,23.3,-1.2628473,36.781805,-1.2600926000000001,36.8088685,1337,875,14.2,243,0,0,1,0,84.18697595894298,0,0,1,0,0,0,0
0,20,33403.0,33436.0,33601.0,33981.0,8,14.7,-1.2551895,36.7822034,-1.2910973999999997,36.790268700000006,1337,875,14.2,243,0,0,1,0,167.34396035301552,0,0,0,0,1,0,0
0,28,51130.0,51360.0,52297.0,52894.0,2,24.3,-1.2679971,36.808893700000006,-1.2696908000000002,36.81519,1337,875,14.2,243,0,0,1,0,105.05971375871968,1,0,0,0,0,0,0
0,26,52742.0,52779.0,53235.0,53338.0,22,21.9,-1.2614329,36.8094365,-1.380892,36.923378,1337,875,14.2,243,0,0,1,0,136.3631295131911,0,0,0,1,0,0,0
0,31,35615.0,36084.0,36423.0,36738.0,6,19.2,-1.2571472,36.795063299999995,-1.3001813,36.811122,1337,875,14.2,243,0,0,1,0,159.5411780882048,0,0,1,0,0,0,0
0,23,41458.0,41691.0,42363.0,42894.0,5,18.7,-1.2527958000000001,36.8003131,-1.2885528999999998,36.816014100000004,1337,875,14.2,243,0,0,1,0,156.29900551807748,1,0,0,0,0,0,0
0,6,37039.0,37253.0,37956.0,38214.0,9,24.9,-1.2551895,36.7822034,-1.2941648000000001,36.7977315,1337,875,14.2,243,0,0,1,0,158.28227819310212,0,1,0,0,0,0,0
0,23,56138.0,56165.0,56564.0,57005.0,6,20.8,-1.2551895,36.7822034,-1.2811695,36.8200313,1337,875,14.2,243,0,0,1,0,124.48803989828474,0,0,0,1,0,0,0
1,23,36730.0,36777.0,37280.0,38040.0,8,21.8,-1.2942764,36.7969749,-1.269059,36.8108027,1337,875,14.2,243,1,0,0,0,28.731990919421662,0,0,1,0,0,0,0
0,12,42419.0,42521.0,43594.0,44557.0,4,23.0,-1.290894,36.822971,-1.2690931,36.8065779,1337,875,14.2,243,1,0,0,0,323.0654944622964,0,0,1,0,0,0,0
0,14,33293.0,33317.0,33545.0,33668.0,3,15.6,-1.2551895,36.7822034,-1.259382,36.807204999999996,1337,875,14.2,243,0,0,1,0,99.5218444883256,0,1,0,0,0,0,0
0,8,32898.0,32946.0,33379.0,33983.0,7,20.4,-1.3036370000000002,36.816116799999996,-1.2934656999999998,36.764473100000004,1337,875,14.2,243,0,0,1,0,281.14408631815684,0,0,0,1,0,0,0
1,6,39257.0,41018.0,41793.0,42068.0,8,20.5,-1.2343087,36.84749,-1.2813544,36.8203521,1337,875,14.2,243,1,0,0,0,209.97184863819768,0,0,0,0,1,0,0
0,4,43214.0,43235.0,43495.0,44052.0,5,17.0,-1.3004846,36.790159100000004,-1.2866011999999998,36.8195691,1337,875,14.2,243,0,0,1,0,64.72438899169691,0,0,1,0,0,0,0
0,14,39202.0,39221.0,39737.0,40379.0,7,24.4,-1.2897368,36.8226783,-1.2571472,36.795063299999995,1337,875,14.2,243,0,0,1,0,319.73019145360746,0,0,0,0,1,0,0
1,2,39339.0,39419.0,39535.0,39951.0,5,19.1,-1.296613,36.819823,-1.2807268,36.786665899999996,1337,875,14.2,243,1,0,0,0,295.60524566227866,1,0,0,0,0,0,0
1,15,42338.0,43072.0,44116.0,44808.0,10,18.1,-1.289498,36.818878000000005,-1.3074581,36.7434,1337,875,14.2,243,1,0,0,0,256.61113121419186,0,0,1,0,0,0,0
0,16,57283.0,57333.0,57981.0,59850.0,5,25.1,-1.316961,36.820337,-1.3007714,36.8001722,1337,875,14.2,243,0,0,1,0,308.76680886154884,0,1,0,0,0,0,0
1,20,31139.0,31189.0,31756.0,32429.0,4,17.8,-1.280753,36.8191175,-1.2985749,36.8088,1337,875,14.2,243,0,0,1,0,210.06110873926713,0,0,0,1,0,0,0
1,1,29671.0,29725.0,31433.0,31863.0,3,18.6,-1.300334,36.797495700000006,-1.2963097,36.7688221,1337,875,14.2,243,1,0,0,0,277.990899621374,1,0,0,0,0,0,0
1,3,50320.0,50369.0,50695.0,50895.0,1,25.1,-1.2985031999999999,36.7821448,-1.3043649,36.7816132,1337,875,14.2,243,0,0,1,0,185.18066659734592,0,0,0,0,1,0,0
0,1,45909.0,50081.0,50380.0,51890.0,8,23.2587952236677,-1.2551895,36.7822034,-1.2904016,36.82263029999999,1337,875,14.2,243,0,0,1,0,131.0635322181471,0,0,0,1,0,0,0
1,17,35673.0,35750.0,36296.0,36508.0,17,20.9,-1.3688433,36.7402114,-1.276805,36.829187700000006,1337,875,14.2,243,1,0,0,0,44.024294995253,0,0,1,0,0,0,0
0,25,43369.0,43392.0,43977.0,44521.0,9,23.2587952236677,-1.2551895,36.7822034,-1.2985031999999999,36.7808727,1337,875,14.2,243,1,0,0,0,181.7592578198887,0,0,1,0,0,0,0
1,6,46072.0,46226.0,47869.0,50141.0,6,22.7,-1.2907062,36.791020700000004,-1.3157973,36.815148,1337,875,14.2,243,1,0,0,0,136.12950833349998,0,0,0,0,1,0,0
0,18,51959.0,52803.0,53269.0,54048.0,9,27.0,-1.2551895,36.7822034,-1.301796,36.8012024,1337,875,14.2,243,0,0,1,0,157.82707891304676,0,0,0,1,0,0,0
0,15,44206.0,44396.0,44761.0,45091.0,6,23.2587952236677,-1.2891921999999998,36.825189,-1.2756303,36.8074406,1337,875,14.2,243,0,0,1,0,307.39087928167515,1,0,0,0,0,0,0
1,2,47093.0,47117.0,47125.0,47858.0,5,20.9,-1.2916556000000001,36.8262516,-1.3175119,36.8058513,1337,875,14.2,243,0,0,1,0,218.265547509929,0,1,0,0,0,0,0
0,5,30413.0,30442.0,30746.0,31213.0,6,23.2587952236677,-1.2599563,36.799343900000004,-1.2987976,36.829477000000004,1337,875,14.2,243,0,0,1,0,142.20292555126707,0,0,0,1,0,0,0
1,18,41527.0,41537.0,41881.0,41948.0,4,22.5,-1.2847098999999997,36.772234499999996,-1.2854173999999998,36.7951152,1337,875,14.2,243,0,1,0,0,91.77179501521869,0,1,0,0,0,0,0
1,19,40001.0,40206.0,43650.0,43717.0,11,20.2,-1.3507360000000002,36.8960004,-1.312734,36.855414,1337,875,14.2,243,1,0,0,0,313.12374126334083,0,0,0,1,0,0,0
1,23,56040.0,60845.0,61067.0,61447.0,6,19.9,-1.2560455,36.780086700000005,-1.2679786,36.8126862,1337,875,14.2,243,1,0,0,0,110.11008001780834,0,0,0,1,0,0,0
0,31,56297.0,56489.0,56935.0,59026.0,7,26.9,-1.290894,36.822971,-1.2551895,36.7822034,1337,875,14.2,243,0,0,1,0,311.2186188805253,0,0,1,0,0,0,0
1,16,46877.0,46897.0,46991.0,49669.0,6,22.6,-1.2864733,36.8239937,-1.2615983,36.8083096,1337,875,14.2,243,1,0,0,0,327.7741048789635,1,0,0,0,0,0,0
0,14,39214.0,39516.0,39858.0,40339.0,8,24.7,-1.2551895,36.7822034,-1.2747604,36.8259205,1337,875,14.2,243,0,0,1,0,114.12239234293213,0,0,1,0,0,0,0
0,31,40013.0,40153.0,40393.0,40502.0,6,18.4,-1.316961,36.820337,-1.2979147,36.785781400000005,1337,875,14.2,243,0,0,1,0,298.8685164412079,0,1,0,0,0,0,0
1,14,49832.0,49936.0,50533.0,50659.0,10,27.0,-1.2321733,36.7974377,-1.2962535,36.8151842,1337,875,14.2,243,1,0,0,0,164.52413604160563,0,0,0,0,1,0,0
0,12,51843.0,53386.0,53814.0,54464.0,7,27.0,-1.225322,36.80855,-1.2584143,36.8048002,1337,875,14.2,243,0,0,1,0,186.46325653910338,0,0,0,0,1,0,0
1,6,37975.0,38031.0,38528.0,39434.0,9,22.2,-1.2782261000000001,36.822500899999994,-1.2555129999999999,36.752421999999996,1337,875,14.2,243,1,0,0,0,287.96123217974855,0,0,0,1,0,0,0
0,26,45333.0,46428.0,46818.0,47200.0,8,23.2587952236677,-1.2551895,36.7822034,-1.2904049,36.8055154,1337,875,14.2,243,0,0,1,0,146.50287914086238,0,0,0,0,1,0,0
0,26,33687.0,33712.0,34581.0,34781.0,6,15.4,-1.318062,36.849326,-1.331619,36.847976,1337,875,14.2,243,0,0,1,0,185.68521500385725,0,0,0,1,0,0,0
0,4,31774.0,31791.0,32636.0,32944.0,6,16.7,-1.2890253999999999,36.7990753,-1.2599563,36.799343900000004,1337,875,14.2,243,0,0,1,0,0.5292729569513313,0,1,0,0,0,0,0
0,27,41889.0,42275.0,42869.0,43039.0,7,23.9,-1.2726389999999999,36.794723,-1.2981625,36.813014200000005,1337,875,14.2,243,0,0,1,0,144.38007625524097,0,1,0,0,0,0,0
1,5,57492.0,57854.0,58531.0,58659.0,10,22.0,-1.2560221999999999,36.7886679,-1.299313,36.78314879999999,1337,875,14.2,243,1,0,0,0,187.2635388225627,0,0,0,1,0,0,0
0,25,43011.0,43089.0,43366.0,43588.0,9,20.1,-1.2584143,36.8048002,-1.2692149,36.74492,1337,875,14.2,243,0,0,1,0,259.7723909858855,0,0,0,1,0,0,0
0,28,38926.0,38948.0,39292.0,39875.0,8,24.9,-1.2696908000000002,36.81519,-1.322064,36.817157,1337,875,14.2,243,0,0,1,0,177.8497035126403,0,0,0,0,1,0,0
0,30,34248.0,34805.0,34862.0,35891.0,15,16.3,-1.3495948,36.7190665,-1.2885417,36.810052299999995,1337,875,14.2,243,0,0,1,0,56.131709487668786,1,0,0,0,0,0,0
1,15,38530.0,38550.0,38866.0,39109.0,7,23.2587952236677,-1.300722,36.816865,-1.2628638,36.8070399,1337,875,14.2,243,1,0,0,0,345.4547248821343,1,0,0,0,0,0,0
1,16,49288.0,49898.0,50747.0,50871.0,13,27.2,-1.2963367000000001,36.81168710000001,-1.2380935,36.80729470000001,1337,875,14.2,243,0,1,0,0,355.6882154013195,0,1,0,0,0,0,0
1,12,51475.0,51529.0,52404.0,52533.0,11,23.1,-1.308819,36.8421201,-1.2649783,36.807143599999996,1337,875,14.2,243,1,0,0,0,321.42347507812536,0,1,0,0,0,0,0
0,26,32512.0,32806.0,33441.0,33679.0,9,19.2,-1.2862033000000002,36.8152966,-1.2953212,36.7632608,1337,875,14.2,243,0,0,1,0,260.0582669121314,0,0,1,0,0,0,0
